id	text	label	word
1575576254480207872	@magisteradastra @Pulaoshi Det syftar nog på ett visst ideologiskt synsätt kopplat till globaliseringen, att nationen försvagats som begrepp, är mitt intryck.	0	globaliseringen
1421401986965123074	@GreiderDD OCH elefanten i rummet, dvs det brutala omfattande kulturberikande våldet och kriminaliteten.	1	kulturberikande
1583114914268184578	@TomasGabrielss1 Alla länder har en egen kultur, så oxå Sverige. Men sen är ju den kulturen en mix av olika influenser. Våra kungar, våra författare, våra krig, allt är en del av en svensk kultur och vår historia.	0	svensk kultur
1583762565024268288	@dzeniel021_ @ErikNille @MikailYuksel_ Du kommer säkert bli en populär advokat för de kriminella muslimerna…🤮	1	kriminella
1578999883658399744	"@gma_z1 Sverige har ingen suveränitet att fatta såna beslut, det är USA som vill ""undersöka"" sin egen brottsplats."	0	suveränitet
1583761107843702784	@AwadNadja Läs och lär av svensk kultur. Det är aldrig för sent.	0	svensk kultur
1583762752731955200	@StaffanG_son @fialott1 Kulturyttringar som finns i Sverige är inte det samma som en homogen svensk kultur 🙂 Dessutom är allt som alla räknar upp, som finns i Sverige, utmärkta exempel på att inget hot finns!	0	svensk kultur
1583738908344401920	Det är tragikomiskt att svenskar ej förstår att stora klaner och stora mogna kriminella gäng   -jag tänker då ej på gängbrottslighet upp till 30 års ålder-   kan ofta hålla bättre ordning i bostadsområden än polis.   Det är bara att anpassa sig till reglerna de stiftar.	0	kriminella
1583802005344034817	@AwadNadja Hur rättssäkert är det att leva i områden där kriminella i praktiken styr och agerar efter eget godtycke och intresse?	0	kriminella
1579439960742297603	@GreiderDD Välkommen till Sverige 2.0. Lite mer spännande för varje dag, inte sant? När jag var grabb behövdes inga trygghetsvärdar på varken skolbussar eller pendeltåg. Hur känner du inför att du själv aktivt har bidragit till denna kulturberikande utveckling?	1	kulturberikande
1570367722621394947	@GreiderDD man kanske bör fundera över hur rimligt det är att automatiskt tro att 20 % av landets väljare är rasister. Det är globaliseringen som har drivit på nationalistiska partier över hela Europa. Samma globalisering som S och andra partier räknat med att väljarna bara ska svälja.	1	globaliseringen
1583086958934298629	@ServingSweden @SwedishPM @jonasgahrstore Nej, tack! Vi behöver inte göra oss av med den lilla suveränitet vi har kvar i detta land	0	suveränitet
1578626335236317185	”Tänk om folk som röstar på SD inte är en rasande och hopplös slaggprodukt av globaliseringen och den upplysta framtid som riktiga människor välkomnar? Tänk om folk som röstar på SD gör det för att de tycker partiet har en bra politik?” expressen.se/kronikorer/joh…	1	globaliseringen
1581913588352319488	Vi ska inte tillbaka till Höjers sjukvårdsmodell, den behöver vidareutvecklas eftersom samhället ser annorlunda ut idag, främst genom datorernas intåg som ju är revolutionerande på många sätt, men också globaliseringen.	0	globaliseringen
1583364377301770241	@GRUNDBULT Lika mycket svensk kultur som att pappan ska ”ge bort” sin dotter under vigselceremonin.	0	svensk kultur
1569039783078535169	@jonatan_nilsson @Kaptenskog @vansterpartiet @zaralarsson Tack 🙏🏿   Efter snabb titt tokar jag det som att ”arbetare/lågutbildade” lider mest av globaliseringen och är därmed mest missnöjda med samhällsutvecklingen. Högutbildade har än så länge klarar sig ganska väl och kan t ex flytta/ byta skola etc undan från mångkulturen.	0	globaliseringen
1583194290796527616	@TomasGabrielss1 Semantik.  Den svenska kulturens evolution har fått sin utveckling i regeringsformen.   Stark vetenskaplig svensk kultur, har uppfunnit det mesta i världen.	0	svensk kultur
1367785161656590339	Vad har ni att säga den här gången @socialdemokrat ? Oacceptabelt ? Eller kanske bättre att vara tyst.... kulturberikande....... ert fulla ansvar med er politik! expressen.se/kvallsposten/s…	1	kulturberikande
1412267389371269122	@RamonaFransson Inte otroligt, besökte det lokala badet igår, &gt;50% icke-svenskar, vattenpipor, fick ”njuta” av kulturberikande musik…..som låter värre än Håkan Hellströms värsta låtar	1	kulturberikande
1364167198835671040	"@GPDebatt Varför fick islamguiden hederspris av er @IbnRushdStudief ? archive.li/cwz5f archive.li/1pThG Var det för att kulturberikande @islamguiden förespråkar STENING för äktenskapsbrott ""när två personer in flagranti begår ett så skändligt brott"": archive.li/5TgoO"	1	kulturberikande
1583717621589233666	@0Pelleper @hanifbali Hur vet du att han inte begått några kriminella handlingar? Han verkar heller inte trivas med att det finns andra kulturer och etniciteter i Sverige så han har ju inte direkt anpassat sig.	0	kriminella
1583779244567834624	Det va ju också ett sätt att hantera kriminella 😱 twitter.com/precision_mats…	0	kriminella
1583200844014505986	@SwedeInWarsaw Alltså finns det ingen ”svensk kultur”	0	svensk kultur
1583803956714622976	@AnetteSjobe Har du varit utomlands? Nästan i hela Europa skrattar de åt våra kriminella gäng, våldtäkter, korruption, vår ansvarslösa invandringspolitik. Allt du säger måste du ha läst i Aftonbladet. Verkligheten ser mycket annorlunda ut.	0	kriminella
1578477392443891713	@LiaVii2022 @IngvarLofven Att va amerikan är inte synonymt med att detaljstyras från Washington, tvärtom är en del av den identiteten att känna skepsis gentemot överstatlighet. Samma med oss Européer, vi måste värna våran lokala suveränitet och frihet. Fritt resande är bra, men EU har blivit för mäktigt.	1	suveränitet
1578608425516158976	@IngvarLofven Vårt land måste ha en egen suveränitet.	0	suveränitet
1561350488536252417	@TreSMguld @spiksmeden De flesta politiker vet inte ens om eller erkänner att det finns några stora problem.  En del politiker anser att vi får detta på köpet med globaliseringen och att detta tillhör ett dynamiskt samhälle.  Detta synsett är finansierat av WEF, FN, Soros, EU, etc.	1	globaliseringen
1415979689655549954	Ännu en vinstutdelning i Stefan Löfvens kulturberikande.  expressen.se/kvallsposten/m…  #svpol #migpol #raketforskare	1	kulturberikande
1583358239151837184	@TomasGabrielss1 Tror man får svårigheter om man ger sig på att fylla begrepp som svensk kultur, japansk kultur, italiensk kultur. De definitionerna brukar hamna i att ett obskyrt instrument eller ett bakverk som verkligen inte finns någon annanstans för fram som bevis på det exklusiva. &gt;&gt;	0	svensk kultur
1558509814623379456	@Splaadnacke Jag håller med ang skulder och räntor. Hur gör vi då för att motverka globaliseringen?	0	globaliseringen
1576256516448886784	Det är genuint oroande med SD:s kommande inflytande. Samtidigt ska USA hålla sina åsikter för sig själva. Statlig suveränitet. Och ett land som bedrivit spionage mot oss har förverkat din rätt att vara orolig för eventuella läckor. https://t.co/RO5I8WvdXG	0	suveränitet
1568261147798765570	Där hade Sverige tur! Denna kulturberikande kvartett kommer nu få fortsätta skapa nya jobb i Sverige. Framför allt inom rättsväsendet. https://t.co/gcNBrrbN0m	1	kulturberikande
1420004960713023490	@MeritWager @SR_P1morgon Vad menar du Merit, det är ju bara kulturberikande och mer än så får vi inte för våra 8 miljarder/år?	1	kulturberikande
1552395394562285572	"@matmatm27316325 2022 har ju tydligt varit ett år av ""allt är bäcksvart"" det kommer man inte ifrån. Slutet på globaliseringen, inflation, räntehöjningar, krig etc."	0	globaliseringen
1583075093315739648	"@TigerPax Enkelt förklarat är svensk kultur de dominanta värderingar och prioriteringar Sverige haft och har som skapat de resultat vi har från vår historiska början fram till cirka 1968 när kontrakulturen blev vår nya ""kultur"" varefter svensk kultur blivit att fråga vad är svensk kultur?"	0	svensk kultur
1583759515236782080	@CarlForsberg2 @leifwidlund @laffan56 @sdriks @liberalerna @moderaterna @kdriks Dödsstraff här också som sagt men inte heller här en ursäkt att importera mängder med dysfunktionella och kriminella män från Afrika, Afghanistan och Mellanöstern. Eller en massa islamistiska IS-terrorister.	1	kriminella
1583495579736211460	”När jag hör uttrycket svensk kultur osäkrar jag min puffra”, skriver Håkan Engström och laddar rullebören full med ammunition till en skånsk kanon. sydsvenskan.se/2022-10-21/nat…	0	svensk kultur
1577287233358688257	@Klassisk_Lib @anneramberg Nationens suveränitet. Den som rättfärdigas av suveränitetsprincipen. Är det den som bör försvinna?	0	suveränitet
1583561504229498880	@angelotapia1985 Tror inte de skulle hota öppet, men den colombianska peson har tappat mer i värde än andra valutor i regionen. Och det hade inte varit så tydligt att de ogillar att Petro försöker driva sin egen politik. Jag tvivlar på att svenskar skulle gå ut och försvara vår suveränitet	0	suveränitet
1367500898008768517	@AWSvensson @kostymrassen Nähä, å hur fan kom afghanen hit om det i te var via era öppna grindar utan 0 koll på vem &amp; vilka.  Eller är det en kulturberikande svensk tradition som vi ägnat oss åt i generationer att hugga ned folk i random. Snart en machete i varje kvarter &amp; hem	1	kulturberikande
1376591166314053640	@U_Kristofferson @Nyheterna Landsort. Såg ut att vara ett trevligt skärgårdsområde. Och så oväntat att godhetens Barbro är folkbokförd på Östermalm. Konstigt att det verkar vara sällsynt med goda 30-tals-pratande Arnstadister som väljer att integrera sig själva i kulturberikande Rosengård och Rinkeby #svpol	1	kulturberikande
1582679766515462144	"@MaxJerneck @arvidahlund @AndersBilling ""Brexit bashing"" ligger inte för mig, men jag har börjat misstänka att teorin om monetär suveränitet företer tecken på metodologisk nationalism."	0	suveränitet
1583141643644940289	@skogspojjken @tampioruobari @mrlawoko @katherinemzhou Det finns svensk kultur och subkulturer. Det finns olika typer av svenskar. Alla är inte vita, vissa är valloner, vissa identifierar inte med någon subkultur, andra gör det.	0	svensk kultur
1583259984481357824	@hirotalje @MariaKarnis @Ivarpi Tror dock mycket har att göra med xenofobi snarare än endast ras. Upplever att många svenskar blir irriterade på människor som de ser som icke-integrerade (kan inte svenska, inte insatt i svensk kultur, etc.). Kom du hit i ung ålder kan era förutsättningar nog skilja sig åt.	0	svensk kultur
1396852854871187461	@viktigt_just_nu Ska vi gissa att det var goda representanter ur den kulturberikande importen kanske?	1	kulturberikande
1582733093542461440	103 anmälda till webbinariet den 27 oktober på temat Har globaliseringen någon framtid? @pol_antras föreläser. @LenaSellgren och Fredrik Sjöholm från @IFN_Stockholm kommenterar. Moderator: @DanielLind_  Välkommen du också. Anmälan via länken.  arenaide.se/kalender/framt…	0	globaliseringen
1583456862082473984	@fialott1 @RikardJ63028431 @TomasGabrielss1 Som flera är inne på är frågeställningen illasinnad. Dessutom bygger den på en form av logiskt och förnuftigt felslut. Det går naturligtvis inte att definiera något så omfattande som svensk kultur. Något så levande, historiskt förankrat, ständigt föränderligt, relationsbaserat.	0	svensk kultur
1583751634735501312	@ErikNille Mena folket o andra kriminella måste ut ur landet innan Sverige blir svenskt !	1	kriminella
1580538066149978113	"@goeandersson @kalle1972 Folk skulle ledas ihjäl av tristess, om skjutningarna och alla de andra ""spännande"", ""kulturberikande"" aktiviteterna hade upphört! 😜"	1	kulturberikande
1579407632775147520	@michael97878751 @IlskaIren Kära vänner, det har bara börjat. Ni måste bita i hop vara starka. Börja agera och rätta ert liv efter ett liv utan någon som helst hjälp av staten. De finns ingen god sida som slåss för oss det är vi som måste göra det aktiva valet att leva i suveränitet. Det är enda vägen ut.	0	suveränitet
1452254424164966406	@DIbraheim @AndreasBraw Undrar lite om de har samma fina kulturberikande språk i Norge, Danmark och Finland? Skönt att de kriminella gängen kan få skryta lite om sina bedrifter genom de här rapstjärnornas låttexter som alla ungar ser upp till. Kanske de här textraderna är nästa års grammis vinnare.	1	kulturberikande
1540667191816663040	@katjanouch Ska det inte heta kulturberikande tillskott?	1	kulturberikande
1573202955993579520	@robin_betahaus @gad_media @NathanHamelberg Dessutom, globaliseringen gör det lättare för diktaturer att behålla makten då motståndare lättare kan flytta. Hade de stannat kvar hade diktaturernas stöd snabbare eroderats.	0	globaliseringen
1516098829535305735	När en lättkränkt muslim inte längre kan försvara koran-upploppen så blir det till slut alltid denna typ av ”svar” från de kulturberikande vinstmaskinerna! 🥷🏿💥 Retweeta &amp; Följ så fler får se sanningen! 🇸🇪 https://t.co/atFfXA9mFM	1	kulturberikande
1577617116953559042	@dadgostarnooshi För 20 år sedan var vänstern stenhårt emot globaliseringen. Nu har man svängt och är för oligarkmiljardärernas och WEFs build-back-better agenda med klimatalarmism och pandemilarm. Ni har hoppat från det ena diket till det andra!	1	globaliseringen
1579883698371309568	"@bjogre @KentEklund @beckmansasikter @Aftonbladet Att kalla svenska patriotet som inte vill sälja sitt lands suveränitet till psykopater i Washington för ""landets fiender"" är både idiotisk och retarderat. Har du fått gåshud av Top Gun och nu vill ha Amerikanska baser i Sverige? Det är ta mig fan du som är fienden. Angloid total"	0	suveränitet
1421097840890294272	"@MollerReal Om jag förstår det rätt så omfattar undersökningen 60 ""utsatta områden"" i Sverige. Kanske inte lustigt om man går och knackar dörr i lilla mogadishu och får höra att folk där inte har något emot att ha sina kulturberikande landsmän som grannar. Fråga istället i ett villaområde -&gt;"	1	kulturberikande
1353310420849881089	@Skeptikern2 @svtnyheter Ingenting är heligt längre, blommor, gravsmyckningar, nu urnor med stoft som stjäls och gravstenar som välts - en ny kulturberikande grej MENA å andra skitstövlar ägnar sig åt. Det säger mkt vad de anser om oss svenskar, det enda de gillar är våra pengar	1	kulturberikande
1583156066996875265	@F3Kpilot Plus att rent historiskt har svenskar en kristen identitet, oavsett hur mycket man försökt sekularisera. Det hör enligt mig ihop med kulturkrisen i Sverige, hela antagandet att vi inte har en utpräglad svensk kultur. Kristendom är en del av det.	0	svensk kultur
1583786653608398848	@fembarnsfarsan Kort fråga: Bör grovt kriminella utvisas? Om inte, varför? Hade inte S låtit MP styra i nästan 8 år hade regeringen sett ut på ett annat sätt är jag övertygad om.	1	kriminella
1583154676840529920	"@TigerPax Alltså, Gästrikland+Dalarna+Hälsingland är ju verkligen området man ska vara i om man vill rulla sig i den traditionella/historiska kulturen. Men det är inte den sortens ""svensk kultur"" som SD är intresserad av. Förutom knätofsarna då, det verkar de gilla 🤔"	1	svensk kultur
1427917413476077574	Europa förbereder sig på ytterligare kulturberikande  Statsmedia och köpta politiker slår på trumman för kulturkrockar  youtu.be/Ya6wAN3DnjE	1	kulturberikande
1576476362407575552	@LiberalaErik Anser du att även Ukraina på frivillig basis bör öppna sina gränser och släppa in exempelvis Ryssar i stora mängder?  Tänker ju att du åtminstone verkar vara brydd om i alla fall Ukrainas suveränitet  🤔	0	suveränitet
1371429342652342274	@EkbergMats Det nya spännande, kulturberikande 🇸🇪 med starka influenser från de länder de kommer från så de känner sig mera ”hemma”	1	kulturberikande
1583739655576780802	@Latens_Verax @Sysenpysen @svtnyheter Exakt vad är svensk kultur?	0	svensk kultur
1367208025963044866	@Reklamprofessor @poa_karlsson Den nya kulturberikande importen a la MP, V, S, C &amp; Fredrik Reinfeldt  Snart en machete i varje kvarter	1	kulturberikande
1583772636685172738	@sonnyopala Kaxig när man har 100 kriminella invandrare där för att rädda en. Som ett barn.	0	kriminella
1583810861826990082	@Hundforaren Jo det är sannolikt. Även när kriminella grips blir det våldsamt när andra ska kriga om platserna. Det här vet polisen också.	0	kriminella
1583796917259337729	@aliesbati Bättre om du fått bestämma Ali? Vänstersidans patetiska insatser har ju knappast blivit bra, hårt mot hårt är enda vägen framåt, kriminella avskum ska låsas in, gärna utomlands.	1	kriminella
1582642382675156993	Nya försvarsministern ser Nato som största utmaningen (via @omni_red)  -- NATO/USA ut ur Sverige! Och Sverige ut ur USAs/NATOs grepp. Det gäller att återerövra svenskt oberoende - och åter bygga upp svensk nationell suveränitet- för att försvara demokratin omni.se/a/P44ade	0	suveränitet
1580905836800397314	@SvenskJarl @CHADTHUNDERJOCK Fast varken Ryssland eller Kina har på något sätt gjort anspråk på det kulturella samt ideologiska i något av sina allierade länder. Poängen är inte att byta ut inflytandet utan SJÄLVBESTÄMMANDE och suveränitet utan att bli kulturellt imperialiserade och då krävs multipolaritet.	0	suveränitet
1407437080431583236	@Expressen Svenskar i storbråk... vad kulturberikande verkligen.	1	kulturberikande
1416737584663965697	Verkligen kulturberikande!🥱 msn.com/sv-se/nyheter/…	2	kulturberikande
1580290276307849216	@annieloof Ser att du med C trycker på punkter som göder globaliseringen och ger globalisterna mer pengar.  Tydligt att inte att arbeta åt folket är dina arbetsuppgifter utan göda din egna plånbok genom att springa globalisternas ärenden.  Demokrati - folkstyre.	1	globaliseringen
1583218514139414529	@TomasGabrielss1 @SwedeInWarsaw Men det står ju inte i den artikeln att Sverige inte finns som du påstår. förstår inte varför du påstår att det inte finns en svensk kultur när vi talar om amerikansk kultur trots att de haft mkt större invandring än oss.	0	svensk kultur
1583738588180930561	@Du_Stumpan En hemsk myt, helst när vi står med nästan helt öppna gränser o inte ens sparkar ut illegala el kriminella.	0	kriminella
1353277789462523904	@MurmanStefan En virknål, sax eller en skruvmejsel för de kan väl inte mena en kniv? MENA kulturberikande Adidasgäng bär väl ”aldrig” kniv 😝	1	kulturberikande
1578602718964617218	@IngvarLofven därför att sverige har blivit en lydstat och således förlorat sin suveränitet. https://t.co/OjTnP7uyCh	0	suveränitet
1556906452505317377	@heresh_ariai Och globaliseringen beror på...?	0	globaliseringen
1365211674672832515	@Moderat_Lidingo Hur tänkte ni goda™ 'antirasistiska' Lidingö-moderater som var undersåtar till, eller röstade på, godhetens Fredrik #ÖppnaHjärtan #Reinfeldt? Att alla kulturberikande, icke #KulturelltBelastande, ambassader skulle ligga i Rinkeby på behörigt #NIMBY avstånd? #KARMA #migpol #svpol	1	kulturberikande
1583758443214622720	@CarlForsberg2 @leifwidlund @laffan56 @sdriks @liberalerna @moderaterna @kdriks Håller med, as, borde fått hårda straff och dödsstraff. Tyvärr är ju inte vänstermänniskor så smarta utan dom tar kriminella svenskar som ursäkt för att få släppa in den stora majoritet kriminella som kommer från andra länder. Detta skapar mängder med onödiga brottsoffer.	0	kriminella
1371712946234134531	@TEPettersson Det är så här det kommer att se ut så länge vurmarna för det kulturberikande samhället fortsätter! Om en Afghan som begår en våldshandling så är det ”taskig uppväxt” och ett vårdbehov. En svensk... rasist, fascist, nazist... inget PK tolererar!	1	kulturberikande
1556282757021581315	De styrs inte av någon och styr ingenting, men har givetvis ett inflytande av att kunna det vi lever av näringslivet!Sverige vinner mest av alla på globaliseringen... twitter.com/Andy454545/sta…	0	globaliseringen
1576533010371219456	@supegu @OlofSolros @RichardHerrey Ja alla hjärntvättade blir oroliga om globaliseringen utmanas 👍	1	globaliseringen
1396090210614657030	Hon tycker säkert det är kulturberikande så dum i huvudet som hon är! twitter.com/Dykaren21/stat…	1	kulturberikande
1581716804527095808	@PlainviewLegacy Recap (2) * Per sitter med brandfacklor * Mathias undrar om mer nationalism inte kommer stärka globaliseringen * Per kommer ut : han tidigare identifierat sig som moderat. * Plainview kommer ut som klimataktivist(?)	0	globaliseringen
1583725685058641921	Kriminologen har fel utgångspunkt. I nuläget handlar det först inte om att STOPPA skjutningar och våld. Det handlar om att i första hand DRASTISKT MINSKA dessa. Det som är svårt kommer att ta tid och är jobbigt. De som inte vill vara med och krossa det kriminella packet får gå. twitter.com/MaryAgn4599879…	0	kriminella
1371151452878606339	@EkbergMats Nja tycker snarare de ökat el så har MSM vågat börjat rapportera om dem, ännu en ny kulturberikande grej, ha ihjäl kvinnor genom att kasta dem från balkonger. El vågar V påstå denna tradition alltid funnits i🇸🇪	1	kulturberikande
1580284562797907969	@damien715 @betongplatta @RolandXSweden @Freddan68 Inte är det nazism iaf. Putin förklarade själv vad det handlade i ett långt tal innan invasionen. Historiska ”oförätter” mot Ryssarna. Han har aldrig accepterat Ukrainas suveränitet. Vill utrota allt ukrainskt och skapa en lydstat likt Vitryssland.	0	suveränitet
1582671265529462784	"@CharBerg1 Men vad yrar Nordin om? Fan vad tröttsam han är.   ""Det handlade om en internationell situation där globaliseringen inte helt och hållet höll vad den lovat."" Det är precis vad globalisering handlar om, inte att vi bara ska kunna röra oss runt om i världen."	0	globaliseringen
1583059980894101504	"@HansKarlemon Palme blev inte dödad av en höger. Lindh blev dödad av en Serb som var sur för hon lät Nato bomba Serbien.  Vänsterhatet är mer subtilt, den får dig att säga ord som ""Det finns ingen svensk kultur"" ""Det finns inga svenskar"" osv."	0	svensk kultur
1577612117053685761	Webbinarium 27 oktober: Har globaliseringen någon framtid? Med @pol_antras, professor i nationalekonomi vid Harvard University. Kommentarer av @LenaSellgren från @BusinessSweden, och Fredrik Sjöholm från @IFN_Stockholm. arenaide.se/kalender/framt…	0	globaliseringen
1574994901296910336	@RSorman1 Det internationella kapitalet är väl själva symbolen för globaliseringen och globalismen.	0	globaliseringen
1583745890161872897	@anderslindberg Man ska väl ha det som ett verktyg där det behövs? Nu verkar dock polisen mer intresserad av att dela ut bullar till kriminella än att gripa dem.	0	kriminella
1579070335424479232	Oerhört obehagligt att se @Ericson_ubbhult och en hel del andra som säljer ut vårt lands suveränitet och håller på att dra in Sverige i krig. Hoppas Säpo mfl har koll på dessa individer som hotar hela vårt samhälle. https://t.co/rLpjzViYL5	0	suveränitet
1583760020365185025	@Johan_Wien4ever @ssgothia @jingezon Finns svenssons som är kriminella och röstar för kleptokrati. Tycker du vi ska skippa rösträtt?	0	kriminella
1583729305120800769	@Latens_Verax @svtnyheter Uppenbarligen tror Tidölaget att Sverige ”tjänar på” att godtyckligt utvisa folk vars livsstil de ogillar. För saker som inte är kriminella. Idiotiskt.	0	kriminella
1579897845783859201	@janerikeriksson @Nils_Littorin Håll käft rent ut sagt! Ja, de kommer att slåss för sin suveränitet och ja, vi ska hjälpa dem din ynkrygg!!!	0	suveränitet
1583751102637359104	@Nova_covic @Sharps_Wagner Och dessa unga flickpoliser som ska ingjuta respekt i en 'egen värld' som inte har det minsta respekt för kvinnor öht. Det är dömt att misslyckas.  Tyvärr går det inte att stryka de kriminella medhårs..  iaf inte om vi vill ha nån form av ordning och reda.	0	kriminella
1577211643104092160	@wennerstrom @dakkster @VikstromAxel Håller inte med om att globaliseringen beror på ”nyliberalism” men att de låga räntorna bidragit till att öka tillgångsvärden stämmer ju definitivt (som jag skrev i en senare tweet).	0	globaliseringen
1399776848108830724	@GPDebatt @liberalerna @RobertHannah85 @AxelDarvik Ni såg det inte komma? Ni har varit naiva? Ni @liberalerna regerade med Reinfeldt 2006-2014.  Resultatet efter åtta års kulturberikande antirasism och fokus på att hata SD: Kriminella klaner, artikel från maj 2015: fof.se/tidning/2015/5… #SJUKLÖVERN #svpol #VAL2022 #migpol	1	kulturberikande
1582823899703971841	@HelenaRaaf1 @VonMieuhlbagge Vilken kultur ser du på tv? Vilken kultur äter du på snabbmatskedjan? Vet du verkligen vad svensk kultur är?	0	svensk kultur
1583184003808436225	@AlfCarlsson10 Har läst regeringsformen Rätt bra text  Men den definierar inte ”svensk kultur” Mest för att den inte existerar	0	svensk kultur
1583806281659215873	@lindbergpolemik @LordZXI Tror L verkligen att risken är speciellt stor... när inte ens kriminella som våldtäktsmän och mördare utvisas trots domslut?	1	kriminella
1583752435860144129	@kostymrassen Det riskerar att störa integrerade mörkhåriga invandrare, samt missa kriminella ljusa syrianer, georgier och östeuropeer. Bättre vore att ALLTID utvisa kriminella invandrare. Man måste lösa problemet där det finns, annars är det bara symbolpolitik.	0	kriminella
1582988626732158977	@gogol_fangirl Hahah ja, alltså det är så absurt. Känns många lärare sig som den sista bastionen och beskyddare av svensk kultur? Eller är de bara omsprungna av samtiden och blir arja för det som var viktigt för dom inte är viktigt för andra.	0	svensk kultur
1549300385805893633	@TheSurgubbe Samma storlek och indoktrinering i varje barnprogram från kulturberikande #SVT Det är det nya nu. HM har tröttnat på skit från dessa och lagt sig platt. Tragikomiskt.	1	kulturberikande
1583163217656057856	@localheroes23 Jag värderar inte alls Men det finns alltså människor som påstår att ”svensk kultur” är i fara Då får man definiera det Svårare än så är det inte	0	svensk kultur
1583761122133364737	@AWilliamsson @cinathestrup @bjorklundjan Nej jag är helt ok med att tidigare fackföreningsaktiva, kommunbyråkrater och människor som haft olika roller inom näringslivet. Det viktiga är att de lämnar dessa saker bakom sig när de blir ministrar. Friskoleförespråkare är inte kriminella vilket hade varit ett riktigt skäl.	0	kriminella
1561693759468969985	Den jobbiga u-hjälpen  ”För att ha råd med vår livsstil ger vi på sikt upp en del av vår egen produktion och därmed det fundament som skapar vårt välstånd och vår livsstil.” Lars Thulin ser en paradox i globaliseringen. opulens.se/opinion/kronik… https://t.co/11aD6cXzPB	0	globaliseringen
1579490658389483521	@LarsBergkvist1 Själv associerar jag ovan med dagens vänsterliberala regim/system som dominerar Väst. En elitistisk politik som endast gynnat storkapital, växande repression, åsiktsdiktatur, undergrävande av folkstyret genom flytt av suveränitet till banker/överstatliga organisationer	1	suveränitet
1583784426185424896	@svtnyheter Konstigt att visitationszoner ökar misstron bland Svenska kriminella men fungerar i London. Ändå kommer kriminella både i Sverige och London till 89% från samma menaländer.	1	kriminella
1555552533732524034	Det finns ett och annat som förenar SD med extrema islamister. Synen på HBTQ-personer till exempel. Ett annat exempel är synen på globaliseringen och liberalismen.   SD-politiker vill se restriktioner mot pride: ”Destruktiv livsstil” tidningensyre.se/2022/5-augusti…	1	globaliseringen
1559616841298878466	@JanneSkog1 @thanquo1 @angannord @ingridcarlqvist @Gluggen777 @MariaCareflod @dinMadame @EHavlova @jvw567 @sueonum @skogshuldran1 @almkarlgunnar @olofmeister @Trtter3 Haha nä verkligen inte! Men globaliseringen håller på att förstör Sveriges småföretag och lantbruk.  Lokalt inflytande i politiken är snart historia. Makten flyttar uppåt, bort från folket . Till förmån för multinationella företag som växer sig större och större.	0	globaliseringen
1558364440848134144	"@k_akfa Ja men i ""provinsialismens krock med globaliseringen"" ingår väl invandring?"	0	globaliseringen
1583793941610057728	@KARLBERG_H @svtnyheter Putin är inte problemet och det vet du , så då kvarstår frågan varför du propaganderar för det kriminella etablissemanget som styr Ukraina ?	2	kriminella
1552331715787587590	Undrar och hoppas att politiken sätter ett stopp för globaliseringen efter den käftsmäll ”vi” fått! Nu överväger Italien och Frankrike att bl.a sänka utebelysningen pga höga energipriser! USA höjer räntan men EU höjer inte lika mycket pga att vissa ekonomier i Europa inte klarar	0	globaliseringen
